#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCN4	COL10A1	9606.ENSP00000250160	9606.ENSP00000327368	0	0	0	0	0.413	0	0	0.219	0.521
CCN4	DKK1	9606.ENSP00000250160	9606.ENSP00000363081	0	0	0	0	0.047	0	0	0.520	0.523
CD14	TLR2	9606.ENSP00000385519	9606.ENSP00000260010	0	0	0	0	0.485	0.541	0.900	0.706	0.992
CD14	FSTL1	9606.ENSP00000385519	9606.ENSP00000295633	0	0	0	0	0.047	0.607	0	0	0.609
CD14	MNDA	9606.ENSP00000385519	9606.ENSP00000357123	0	0	0	0	0.421	0	0	0	0.420
CD14	FCGR1A	9606.ENSP00000385519	9606.ENSP00000358165	0	0	0	0	0.253	0	0	0.249	0.415
CD14	VSIG4	9606.ENSP00000385519	9606.ENSP00000363869	0	0	0	0	0.432	0	0	0	0.432
CD14	TLR7	9606.ENSP00000385519	9606.ENSP00000370034	0	0	0	0	0.109	0	0	0.464	0.502
CD14	FCGR3B	9606.ENSP00000385519	9606.ENSP00000433642	0	0	0	0	0.255	0	0	0.362	0.504
CD14	ITGAM	9606.ENSP00000385519	9606.ENSP00000496959	0	0	0	0	0.338	0	0.500	0.308	0.750
CDH11	SNAI2	9606.ENSP00000268603	9606.ENSP00000020945	0	0	0	0	0.195	0	0	0.462	0.549
CDH11	DCN	9606.ENSP00000268603	9606.ENSP00000052754	0	0	0	0	0.340	0	0	0.344	0.549
CDH11	FAP	9606.ENSP00000268603	9606.ENSP00000188790	0	0	0	0	0.267	0	0	0.257	0.432
CDH11	COL1A1	9606.ENSP00000268603	9606.ENSP00000225964	0	0	0	0	0.369	0.045	0	0.450	0.640
CDH11	LAMA4	9606.ENSP00000268603	9606.ENSP00000230538	0	0	0	0	0.208	0	0	0.536	0.617
CDH11	SPARC	9606.ENSP00000268603	9606.ENSP00000231061	0	0	0	0	0.240	0	0	0.365	0.497
CDH11	TWIST1	9606.ENSP00000268603	9606.ENSP00000242261	0	0	0	0	0.110	0	0	0.436	0.477
CDH11	SULF1	9606.ENSP00000268603	9606.ENSP00000260128	0	0	0	0	0.363	0	0	0.194	0.464
CDH11	COL8A1	9606.ENSP00000268603	9606.ENSP00000261037	0	0	0	0	0.255	0.045	0	0.252	0.421
CDH11	PDGFRB	9606.ENSP00000268603	9606.ENSP00000261799	0	0	0	0	0.243	0.067	0	0.311	0.470
CDH11	LTBP2	9606.ENSP00000268603	9606.ENSP00000261978	0	0	0	0	0.197	0.089	0	0.272	0.421
CDH11	LUM	9606.ENSP00000268603	9606.ENSP00000266718	0	0	0	0	0.358	0	0	0.292	0.526
CDH11	CTSK	9606.ENSP00000268603	9606.ENSP00000271651	0	0	0	0	0.177	0	0	0.305	0.403
CDH11	COL4A1	9606.ENSP00000268603	9606.ENSP00000364979	0	0	0	0	0.248	0.045	0	0.256	0.419
CDH11	THY1	9606.ENSP00000268603	9606.ENSP00000284240	0	0	0	0	0.202	0	0	0.370	0.475
CDH11	THBS2	9606.ENSP00000268603	9606.ENSP00000355751	0	0	0	0	0.250	0.089	0	0.313	0.489
CDH11	GJA1	9606.ENSP00000268603	9606.ENSP00000282561	0	0	0	0	0.235	0.081	0	0.356	0.507
CDH11	FBN1	9606.ENSP00000268603	9606.ENSP00000325527	0	0	0	0	0.348	0.089	0	0.272	0.530
CDH11	COL6A3	9606.ENSP00000268603	9606.ENSP00000295550	0	0	0	0	0.358	0.045	0	0.305	0.537
CDH11	COL5A1	9606.ENSP00000268603	9606.ENSP00000360882	0	0	0	0	0.467	0.045	0	0.365	0.648
CDH11	FN1	9606.ENSP00000268603	9606.ENSP00000346839	0	0	0.280	0	0.172	0.048	0	0.479	0.664
CDH11	COL1A2	9606.ENSP00000268603	9606.ENSP00000297268	0	0	0	0	0.511	0.045	0	0.394	0.693
CDH11	COL3A1	9606.ENSP00000268603	9606.ENSP00000304408	0	0	0	0	0.522	0.045	0	0.387	0.695
CFB	COL8A1	9606.ENSP00000416561	9606.ENSP00000261037	0	0	0	0	0.058	0.051	0	0.413	0.429
CFB	CP	9606.ENSP00000416561	9606.ENSP00000264613	0	0	0	0	0.213	0	0	0.406	0.513
CFB	TIMP3	9606.ENSP00000416561	9606.ENSP00000266085	0	0	0	0	0.083	0	0	0.396	0.422
CFB	SERPING1	9606.ENSP00000416561	9606.ENSP00000278407	0	0	0	0	0.308	0.045	0	0.833	0.880
CFB	FN1	9606.ENSP00000416561	9606.ENSP00000346839	0	0	0	0	0.109	0.067	0	0.472	0.523
CFB	CFH	9606.ENSP00000416561	9606.ENSP00000356399	0	0	0	0.550	0.185	0.236	0.900	0.460	0.961
CFB	HTRA1	9606.ENSP00000416561	9606.ENSP00000357980	0	0	0	0	0.083	0	0	0.536	0.556
CFB	CFI	9606.ENSP00000416561	9606.ENSP00000378131	0	0	0	0	0.220	0	0.500	0.931	0.970
CFB	SERPINA1	9606.ENSP00000416561	9606.ENSP00000416066	0	0	0	0	0.168	0.045	0	0.682	0.725
CFB	ISG15	9606.ENSP00000416561	9606.ENSP00000496832	0	0	0	0	0.110	0.086	0	0.422	0.489
CFH	PCOLCE	9606.ENSP00000356399	9606.ENSP00000223061	0	0	0	0	0.098	0	0	0.428	0.461
CFH	SERPINF1	9606.ENSP00000356399	9606.ENSP00000254722	0	0	0	0	0.114	0	0	0.380	0.427
CFH	COL8A1	9606.ENSP00000356399	9606.ENSP00000261037	0	0	0	0	0.080	0	0	0.448	0.470
CFH	CP	9606.ENSP00000356399	9606.ENSP00000264613	0	0	0	0	0.194	0	0	0.543	0.616
CFH	TIMP3	9606.ENSP00000356399	9606.ENSP00000266085	0	0	0	0	0.107	0	0	0.661	0.684
CFH	SERPING1	9606.ENSP00000356399	9606.ENSP00000278407	0	0	0	0	0.209	0	0	0.664	0.722
CFH	COL6A2	9606.ENSP00000356399	9606.ENSP00000300527	0	0	0	0	0.086	0	0	0.403	0.431
CFH	CXCL8	9606.ENSP00000356399	9606.ENSP00000306512	0	0	0	0	0.090	0	0	0.371	0.403
CFH	F3	9606.ENSP00000356399	9606.ENSP00000334145	0	0	0	0	0.062	0	0.540	0.311	0.676
CFH	PLAUR	9606.ENSP00000356399	9606.ENSP00000339328	0	0	0	0	0	0	0.540	0.083	0.560
CFH	FN1	9606.ENSP00000356399	9606.ENSP00000346839	0	0	0	0	0.099	0	0	0.561	0.587
CFH	TGFBI	9606.ENSP00000356399	9606.ENSP00000416330	0	0	0	0	0.109	0	0	0.424	0.464
CFH	VSIG4	9606.ENSP00000356399	9606.ENSP00000363869	0	0	0	0	0.115	0	0	0.546	0.581
CFH	PLAU	9606.ENSP00000356399	9606.ENSP00000361850	0	0	0	0	0.067	0	0.540	0.147	0.601
CFH	SERPINA1	9606.ENSP00000356399	9606.ENSP00000416066	0	0	0	0	0.106	0	0	0.626	0.651
CFH	HTRA1	9606.ENSP00000356399	9606.ENSP00000357980	0	0	0	0	0.097	0	0	0.768	0.781
CFH	EFEMP1	9606.ENSP00000356399	9606.ENSP00000378058	0	0	0	0	0.214	0	0	0.740	0.786
CFH	CFI	9606.ENSP00000356399	9606.ENSP00000378131	0	0	0	0	0.265	0.983	0.540	0.981	0.999
CFI	CHI3L1	9606.ENSP00000378131	9606.ENSP00000255409	0	0	0	0	0.127	0	0	0.362	0.419
CFI	CP	9606.ENSP00000378131	9606.ENSP00000264613	0	0	0	0	0.328	0	0	0.205	0.443
CFI	SERPING1	9606.ENSP00000378131	9606.ENSP00000278407	0	0	0	0	0.159	0.045	0	0.581	0.634
CFI	F3	9606.ENSP00000378131	9606.ENSP00000334145	0	0	0	0	0.043	0	0.540	0.183	0.609
CFI	PLAUR	9606.ENSP00000378131	9606.ENSP00000339328	0	0	0	0	0	0.064	0.540	0	0.551
CFI	PLAU	9606.ENSP00000378131	9606.ENSP00000361850	0	0	0.207	0.642	0.054	0	0.540	0.069	0.635
CFI	SERPINA1	9606.ENSP00000378131	9606.ENSP00000416066	0	0	0	0	0.143	0.045	0	0.532	0.584
CH25H	PTGIS	9606.ENSP00000360918	9606.ENSP00000244043	0	0	0	0	0.393	0.414	0.099	0.187	0.704
CH25H	ISG15	9606.ENSP00000360918	9606.ENSP00000496832	0	0	0	0	0.048	0	0	0.435	0.439
CHI3L1	TIMP1	9606.ENSP00000255409	9606.ENSP00000218388	0	0	0	0	0.099	0	0	0.480	0.511
CHI3L1	COMP	9606.ENSP00000255409	9606.ENSP00000222271	0	0	0	0	0.056	0.053	0	0.460	0.475
CHI3L1	SERPINE1	9606.ENSP00000255409	9606.ENSP00000223095	0	0	0	0	0.066	0	0	0.391	0.408
CHI3L1	RGS4	9606.ENSP00000255409	9606.ENSP00000397181	0	0	0	0	0	0	0	0.401	0.401
CHI3L1	FN1	9606.ENSP00000255409	9606.ENSP00000346839	0	0	0	0	0.053	0	0	0.398	0.406
CHI3L1	MMP7	9606.ENSP00000255409	9606.ENSP00000260227	0	0	0	0	0.115	0	0	0.357	0.406
CHI3L1	IL18	9606.ENSP00000255409	9606.ENSP00000280357	0	0	0	0	0.056	0	0	0.407	0.416
CHI3L1	THBS2	9606.ENSP00000255409	9606.ENSP00000355751	0	0	0	0	0.081	0.053	0	0.430	0.461
CHI3L1	MMP1	9606.ENSP00000255409	9606.ENSP00000322788	0	0	0	0	0.098	0	0	0.479	0.510
CHI3L1	CXCL8	9606.ENSP00000255409	9606.ENSP00000306512	0	0	0	0	0.061	0	0	0.514	0.524
CHI3L1	TREM2	9606.ENSP00000255409	9606.ENSP00000362205	0	0	0	0	0.157	0	0	0.507	0.567
CHSY1	DCN	9606.ENSP00000254190	9606.ENSP00000052754	0	0	0	0	0.045	0.422	0.400	0.290	0.733
CHSY1	VCAN	9606.ENSP00000254190	9606.ENSP00000265077	0	0	0	0	0.084	0	0.400	0.249	0.551
CHSY1	CSGALNACT2	9606.ENSP00000254190	9606.ENSP00000363590	0	0	0	0.702	0.067	0.184	0.900	0.341	0.943
CLEC4A	FCGR1A	9606.ENSP00000229332	9606.ENSP00000358165	0	0	0	0	0.201	0	0	0.287	0.406
CLEC4A	NCF2	9606.ENSP00000229332	9606.ENSP00000356505	0	0	0	0	0.401	0	0	0.074	0.422
CLEC4A	FCGR3B	9606.ENSP00000229332	9606.ENSP00000433642	0	0	0	0	0.213	0	0	0.311	0.434
CLEC4A	FCGR2B	9606.ENSP00000229332	9606.ENSP00000351497	0	0	0	0	0.235	0	0	0.300	0.441
CLEC4A	ITGAM	9606.ENSP00000229332	9606.ENSP00000496959	0	0	0	0	0.343	0	0	0.313	0.530
CLEC4A	MNDA	9606.ENSP00000229332	9606.ENSP00000357123	0	0	0	0	0.493	0	0	0.116	0.533
CLEC4A	TLR7	9606.ENSP00000229332	9606.ENSP00000370034	0	0	0	0	0.183	0.045	0	0.459	0.541
CLEC4A	CLEC5A	9606.ENSP00000229332	9606.ENSP00000449999	0	0	0	0.701	0.205	0	0	0.473	0.564
CLEC4A	TLR2	9606.ENSP00000229332	9606.ENSP00000260010	0	0	0	0	0.321	0.045	0	0.591	0.711
CLEC5A	TREM1	9606.ENSP00000449999	9606.ENSP00000244709	0	0	0	0	0.358	0	0	0.668	0.777
CLEC5A	TLR2	9606.ENSP00000449999	9606.ENSP00000260010	0	0	0	0	0.252	0.045	0	0.376	0.515
CLEC5A	OLR1	9606.ENSP00000449999	9606.ENSP00000309124	0	0	0	0	0.344	0	0	0.269	0.500
CLEC5A	FCGR1A	9606.ENSP00000449999	9606.ENSP00000358165	0	0	0	0	0.270	0	0	0.301	0.468
CLEC5A	TREM2	9606.ENSP00000449999	9606.ENSP00000362205	0	0	0	0	0.178	0	0	0.460	0.538
CLEC5A	VSIG4	9606.ENSP00000449999	9606.ENSP00000363869	0	0	0	0	0.311	0	0	0.236	0.451
CLEC5A	FCGR3B	9606.ENSP00000449999	9606.ENSP00000433642	0	0	0	0	0.166	0	0	0.515	0.578
CLEC5A	ITGAM	9606.ENSP00000449999	9606.ENSP00000496959	0	0	0	0	0.301	0	0	0.326	0.509
COL10A1	DCN	9606.ENSP00000327368	9606.ENSP00000052754	0	0	0	0	0.141	0.091	0	0.349	0.447
COL10A1	COMP	9606.ENSP00000327368	9606.ENSP00000222271	0	0	0	0	0.479	0.099	0	0.546	0.768
COL10A1	COL1A1	9606.ENSP00000327368	9606.ENSP00000225964	0	0	0.152	0.744	0.208	0	0.400	0.521	0.781
COL10A1	SPARC	9606.ENSP00000327368	9606.ENSP00000231061	0	0	0	0	0.153	0.070	0	0.346	0.440
COL10A1	TWIST1	9606.ENSP00000327368	9606.ENSP00000242261	0	0	0	0	0.068	0	0	0.460	0.475
COL10A1	SULF1	9606.ENSP00000327368	9606.ENSP00000260128	0	0	0	0	0.312	0	0	0.332	0.521
COL10A1	COL8A1	9606.ENSP00000327368	9606.ENSP00000261037	0	0	0.086	0.908	0.183	0	0.540	0.439	0.781
COL10A1	NOX4	9606.ENSP00000327368	9606.ENSP00000263317	0	0	0	0	0.264	0	0	0.444	0.573
COL10A1	TIMP3	9606.ENSP00000327368	9606.ENSP00000266085	0	0	0	0	0.072	0	0	0.395	0.414
COL10A1	CTSK	9606.ENSP00000327368	9606.ENSP00000271651	0	0	0	0	0.244	0	0	0.351	0.488
COL10A1	FRZB	9606.ENSP00000327368	9606.ENSP00000295113	0	0	0	0	0.086	0	0	0.374	0.404
COL10A1	COL6A3	9606.ENSP00000327368	9606.ENSP00000295550	0	0	0	0.674	0.157	0	0.400	0.156	0.536
COL10A1	COL1A2	9606.ENSP00000327368	9606.ENSP00000297268	0	0	0.173	0.718	0.136	0	0.400	0.496	0.755
COL10A1	COL14A1	9606.ENSP00000327368	9606.ENSP00000297848	0	0	0.169	0.648	0.083	0	0.400	0.167	0.568
COL10A1	COL6A2	9606.ENSP00000327368	9606.ENSP00000300527	0	0	0.173	0.693	0.082	0.073	0.400	0.301	0.651
COL10A1	COL3A1	9606.ENSP00000327368	9606.ENSP00000304408	0	0	0.155	0.750	0.245	0	0.400	0.453	0.762
COL10A1	MMP1	9606.ENSP00000327368	9606.ENSP00000322788	0	0	0	0	0.151	0.050	0	0.564	0.618
COL10A1	GREM1	9606.ENSP00000327368	9606.ENSP00000498748	0	0	0	0	0.122	0	0	0.349	0.403
COL10A1	OMD	9606.ENSP00000327368	9606.ENSP00000364700	0	0	0	0	0.186	0.091	0	0.295	0.434
COL10A1	SFRP4	9606.ENSP00000327368	9606.ENSP00000410715	0	0	0	0	0.336	0	0	0.226	0.464
COL10A1	COL16A1	9606.ENSP00000327368	9606.ENSP00000362776	0	0	0.111	0.720	0.090	0	0.400	0.114	0.512
COL10A1	THBS2	9606.ENSP00000327368	9606.ENSP00000355751	0	0	0	0	0.264	0.099	0	0.400	0.568
COL10A1	COL5A1	9606.ENSP00000327368	9606.ENSP00000360882	0	0	0.087	0.765	0.127	0	0.400	0.221	0.577
COL10A1	COL4A5	9606.ENSP00000327368	9606.ENSP00000331902	0	0	0.095	0.741	0.042	0	0.540	0.096	0.591
COL10A1	FN1	9606.ENSP00000327368	9606.ENSP00000346839	0	0	0	0	0.072	0.050	0	0.584	0.602
COL10A1	COL15A1	9606.ENSP00000327368	9606.ENSP00000364140	0	0	0.116	0.683	0.088	0	0.400	0.341	0.638
COL10A1	COL4A1	9606.ENSP00000327368	9606.ENSP00000364979	0	0	0.125	0.718	0.080	0	0.540	0.153	0.644
COL10A1	SERPINH1	9606.ENSP00000327368	9606.ENSP00000434412	0	0	0	0	0.072	0.098	0.500	0.523	0.774
COL10A1	COL4A2	9606.ENSP00000327368	9606.ENSP00000353654	0	0	0.141	0.696	0.060	0.345	0.540	0.385	0.823
COL14A1	DCN	9606.ENSP00000297848	9606.ENSP00000052754	0	0	0	0	0.276	0.328	0	0.882	0.937
COL14A1	NID2	9606.ENSP00000297848	9606.ENSP00000216286	0	0	0	0	0.152	0.096	0	0.326	0.438
COL14A1	MXRA5	9606.ENSP00000297848	9606.ENSP00000217939	0	0	0	0	0.197	0.091	0	0.306	0.449
COL14A1	LAMB1	9606.ENSP00000297848	9606.ENSP00000222399	0	0	0	0	0.115	0.070	0	0.580	0.624
COL14A1	PCOLCE	9606.ENSP00000297848	9606.ENSP00000223061	0	0	0	0	0.156	0.129	0	0.330	0.465
COL14A1	COL1A1	9606.ENSP00000297848	9606.ENSP00000225964	0	0	0.147	0.561	0.207	0	0.400	0.529	0.783
COL14A1	LAMA4	9606.ENSP00000297848	9606.ENSP00000230538	0	0	0	0	0.194	0.068	0	0.441	0.543
COL14A1	COL8A1	9606.ENSP00000297848	9606.ENSP00000261037	0	0	0.159	0.625	0.124	0	0.400	0.229	0.614
COL14A1	LUM	9606.ENSP00000297848	9606.ENSP00000266718	0	0	0	0	0.266	0.091	0	0.623	0.726
COL14A1	COL6A3	9606.ENSP00000297848	9606.ENSP00000295550	0	0	0	0.579	0.181	0	0.400	0.265	0.607
COL14A1	COL1A2	9606.ENSP00000297848	9606.ENSP00000297268	0	0	0.149	0.557	0.215	0	0.400	0.534	0.788
COL14A1	THBS4	9606.ENSP00000297848	9606.ENSP00000339730	0	0	0	0	0.102	0.099	0	0.330	0.411
COL14A1	ZCCHC24	9606.ENSP00000297848	9606.ENSP00000361411	0	0	0	0	0.063	0	0	0.421	0.434
COL14A1	THBS2	9606.ENSP00000297848	9606.ENSP00000355751	0	0	0	0	0.180	0.099	0	0.384	0.505
COL14A1	COL4A5	9606.ENSP00000297848	9606.ENSP00000331902	0	0	0	0.559	0.072	0	0.400	0.198	0.514
COL14A1	FBN1	9606.ENSP00000297848	9606.ENSP00000325527	0	0	0	0	0.231	0.099	0	0.365	0.522
COL14A1	LAMA2	9606.ENSP00000297848	9606.ENSP00000400365	0	0	0	0	0.262	0.068	0	0.378	0.535
COL14A1	COL4A1	9606.ENSP00000297848	9606.ENSP00000364979	0	0	0	0.553	0.115	0	0.400	0.249	0.566
COL14A1	COL4A2	9606.ENSP00000297848	9606.ENSP00000353654	0	0	0	0.551	0.178	0.225	0.400	0.238	0.670
COL14A1	SERPINH1	9606.ENSP00000297848	9606.ENSP00000434412	0	0	0	0	0.108	0.098	0.500	0.323	0.691
COL14A1	COL3A1	9606.ENSP00000297848	9606.ENSP00000304408	0	0	0.134	0.565	0.270	0	0.400	0.306	0.701
COL14A1	PRELP	9606.ENSP00000297848	9606.ENSP00000343924	0	0	0	0	0.151	0.456	0	0.466	0.732
COL14A1	FN1	9606.ENSP00000297848	9606.ENSP00000346839	0	0	0	0.560	0.111	0.050	0	0.717	0.740
COL14A1	COL15A1	9606.ENSP00000297848	9606.ENSP00000364140	0	0	0	0.565	0.232	0	0.400	0.558	0.779
COL14A1	OGN	9606.ENSP00000297848	9606.ENSP00000364711	0	0	0	0	0.415	0.431	0	0.399	0.782
COL14A1	COL5A1	9606.ENSP00000297848	9606.ENSP00000360882	0	0	0	0.558	0.186	0.071	0.400	0.584	0.786
COL14A1	COL6A2	9606.ENSP00000297848	9606.ENSP00000300527	0	0	0.140	0.586	0.181	0.166	0.400	0.518	0.799
COL14A1	COL16A1	9606.ENSP00000297848	9606.ENSP00000362776	0	0	0.110	0.562	0.105	0	0.720	0.504	0.874
COL15A1	DCN	9606.ENSP00000364140	9606.ENSP00000052754	0	0	0	0	0.242	0.050	0	0.325	0.472
COL15A1	NID2	9606.ENSP00000364140	9606.ENSP00000216286	0	0	0	0	0.175	0	0	0.472	0.545
COL15A1	MXRA5	9606.ENSP00000364140	9606.ENSP00000217939	0	0	0	0	0.224	0.050	0	0.377	0.501
COL15A1	LAMB1	9606.ENSP00000364140	9606.ENSP00000222399	0	0	0	0	0.158	0	0	0.580	0.631
COL15A1	PCOLCE	9606.ENSP00000364140	9606.ENSP00000223061	0	0	0	0	0.214	0	0	0.332	0.453
COL15A1	COL1A1	9606.ENSP00000364140	9606.ENSP00000225964	0	0	0.116	0.578	0.339	0	0.400	0.279	0.713
COL15A1	LAMA4	9606.ENSP00000364140	9606.ENSP00000230538	0	0	0	0	0.213	0	0	0.491	0.582
COL15A1	ISLR	9606.ENSP00000364140	9606.ENSP00000249842	0	0	0	0	0.247	0.050	0	0.233	0.403
COL15A1	MMP7	9606.ENSP00000364140	9606.ENSP00000260227	0	0	0	0	0.061	0	0.400	0.201	0.510
COL15A1	COL8A1	9606.ENSP00000364140	9606.ENSP00000261037	0	0	0.103	0.653	0.072	0	0.720	0.247	0.801
COL15A1	LUM	9606.ENSP00000364140	9606.ENSP00000266718	0	0	0	0	0.343	0.050	0	0.402	0.594
COL15A1	CTSK	9606.ENSP00000364140	9606.ENSP00000271651	0	0	0	0	0.125	0	0	0.421	0.471
COL15A1	COL6A3	9606.ENSP00000364140	9606.ENSP00000295550	0	0	0	0.563	0.337	0	0.400	0.282	0.689
COL15A1	COL1A2	9606.ENSP00000364140	9606.ENSP00000297268	0	0	0.143	0.569	0.310	0	0.400	0.258	0.702
COL15A1	COL6A2	9606.ENSP00000364140	9606.ENSP00000300527	0	0	0	0.584	0.254	0	0.400	0.541	0.777
COL15A1	COL3A1	9606.ENSP00000364140	9606.ENSP00000304408	0	0	0.117	0.575	0.334	0	0.400	0.478	0.791
COL15A1	FBN1	9606.ENSP00000364140	9606.ENSP00000325527	0	0	0	0	0.249	0.048	0	0.402	0.535
COL15A1	COL4A5	9606.ENSP00000364140	9606.ENSP00000331902	0	0	0	0.582	0.054	0	0.720	0.191	0.767
COL15A1	CTSB	9606.ENSP00000364140	9606.ENSP00000345672	0	0	0	0	0.063	0	0.400	0.342	0.597
COL15A1	FN1	9606.ENSP00000364140	9606.ENSP00000346839	0	0	0	0	0.137	0	0	0.519	0.567
COL15A1	COL4A2	9606.ENSP00000364140	9606.ENSP00000353654	0	0	0.135	0.563	0.326	0	0.540	0.267	0.777
COL15A1	THBS2	9606.ENSP00000364140	9606.ENSP00000355751	0	0	0	0	0.316	0.048	0	0.452	0.612
COL15A1	COL5A1	9606.ENSP00000364140	9606.ENSP00000360882	0	0	0.112	0.589	0.260	0	0.400	0.536	0.793
COL15A1	COL16A1	9606.ENSP00000364140	9606.ENSP00000362776	0	0	0	0.572	0.133	0	0.400	0.256	0.579
COL15A1	OGN	9606.ENSP00000364140	9606.ENSP00000364711	0	0	0	0	0.106	0.050	0	0.359	0.408
COL15A1	LAMA2	9606.ENSP00000364140	9606.ENSP00000400365	0	0	0	0	0.099	0	0	0.443	0.476
COL15A1	COL4A1	9606.ENSP00000364140	9606.ENSP00000364979	0	0	0	0.570	0.284	0	0.540	0.274	0.740
COL15A1	SERPINH1	9606.ENSP00000364140	9606.ENSP00000434412	0	0	0	0	0.146	0	0.500	0.497	0.766
COL16A1	LAMB1	9606.ENSP00000362776	9606.ENSP00000222399	0	0	0	0	0.154	0.070	0	0.335	0.431
COL16A1	PCOLCE	9606.ENSP00000362776	9606.ENSP00000223061	0	0	0	0	0.185	0.129	0	0.239	0.412
COL16A1	COL1A1	9606.ENSP00000362776	9606.ENSP00000225964	0	0	0.122	0.683	0.312	0	0.540	0.225	0.756
COL16A1	LAMA4	9606.ENSP00000362776	9606.ENSP00000230538	0	0	0	0	0.140	0.068	0	0.442	0.514
COL16A1	LOX	9606.ENSP00000362776	9606.ENSP00000231004	0	0	0	0	0.169	0.091	0	0.272	0.403
COL16A1	COL8A1	9606.ENSP00000362776	9606.ENSP00000261037	0	0	0.120	0.691	0.109	0	0.400	0.219	0.583
COL16A1	LTBP2	9606.ENSP00000362776	9606.ENSP00000261978	0	0	0	0	0.156	0.099	0	0.367	0.476
COL16A1	TIMP3	9606.ENSP00000362776	9606.ENSP00000266085	0	0	0	0	0.182	0	0	0.381	0.472
COL16A1	LUM	9606.ENSP00000362776	9606.ENSP00000266718	0	0	0	0	0.215	0.091	0.540	0.300	0.739
COL16A1	THY1	9606.ENSP00000362776	9606.ENSP00000284240	0	0	0	0	0.159	0	0	0.366	0.444
COL16A1	COL6A3	9606.ENSP00000362776	9606.ENSP00000295550	0	0	0	0.565	0.191	0	0.400	0.527	0.750
COL16A1	COL1A2	9606.ENSP00000362776	9606.ENSP00000297268	0	0	0.135	0.678	0.262	0	0.540	0.467	0.822
COL16A1	COL6A2	9606.ENSP00000362776	9606.ENSP00000300527	0	0	0.128	0.599	0.328	0.126	0.400	0.372	0.772
COL16A1	COL3A1	9606.ENSP00000362776	9606.ENSP00000304408	0	0	0.136	0.687	0.257	0	0.540	0.486	0.828
COL16A1	FBN1	9606.ENSP00000362776	9606.ENSP00000325527	0	0	0	0	0.186	0.099	0	0.539	0.633
COL16A1	COL4A5	9606.ENSP00000362776	9606.ENSP00000331902	0	0	0.148	0.695	0.086	0	0.400	0.467	0.717
COL16A1	FN1	9606.ENSP00000362776	9606.ENSP00000346839	0	0	0	0	0.142	0.050	0	0.323	0.400
COL16A1	COL4A2	9606.ENSP00000362776	9606.ENSP00000353654	0	0	0.119	0.652	0.191	0	0.400	0.503	0.759
COL16A1	THBS2	9606.ENSP00000362776	9606.ENSP00000355751	0	0	0	0	0.350	0.099	0	0.318	0.566
COL16A1	COL5A1	9606.ENSP00000362776	9606.ENSP00000360882	0	0	0.117	0.680	0.357	0.133	0.540	0.319	0.818
COL16A1	LAMA2	9606.ENSP00000362776	9606.ENSP00000400365	0	0	0	0	0.153	0.068	0	0.363	0.454
COL16A1	SERPINH1	9606.ENSP00000362776	9606.ENSP00000434412	0	0	0	0	0.131	0.098	0.500	0.145	0.620
COL16A1	COL4A1	9606.ENSP00000362776	9606.ENSP00000364979	0	0	0.105	0.681	0.195	0.191	0.400	0.161	0.653
COL1A1	SNAI2	9606.ENSP00000225964	9606.ENSP00000020945	0	0	0	0	0.197	0	0	0.595	0.661
COL1A1	DCN	9606.ENSP00000225964	9606.ENSP00000052754	0	0	0	0	0.479	0.091	0	0.851	0.923
COL1A1	FAP	9606.ENSP00000225964	9606.ENSP00000188790	0	0	0	0	0.461	0	0	0.241	0.573
COL1A1	NID2	9606.ENSP00000225964	9606.ENSP00000216286	0	0	0	0	0.235	0.332	0	0.357	0.643
COL1A1	MXRA5	9606.ENSP00000225964	9606.ENSP00000217939	0	0	0	0	0.478	0.091	0	0.321	0.649
COL1A1	TIMP1	9606.ENSP00000225964	9606.ENSP00000218388	0	0	0	0	0.175	0	0	0.817	0.842
COL1A1	COMP	9606.ENSP00000225964	9606.ENSP00000222271	0	0	0	0	0.230	0.099	0	0.518	0.636
COL1A1	LAMB1	9606.ENSP00000225964	9606.ENSP00000222399	0	0	0	0	0.201	0.070	0	0.671	0.734
COL1A1	PCOLCE	9606.ENSP00000225964	9606.ENSP00000223061	0	0	0	0	0.448	0.129	0.400	0.428	0.813
COL1A1	SERPINE1	9606.ENSP00000225964	9606.ENSP00000223095	0	0	0	0	0.155	0.051	0	0.590	0.643
COL1A1	CXCL8	9606.ENSP00000225964	9606.ENSP00000306512	0	0	0	0	0.055	0	0	0.399	0.408
COL1A1	NOX4	9606.ENSP00000225964	9606.ENSP00000263317	0	0	0	0	0.093	0	0	0.376	0.410
COL1A1	PLAU	9606.ENSP00000225964	9606.ENSP00000361850	0	0	0	0	0.113	0.051	0	0.357	0.411
COL1A1	ITGAM	9606.ENSP00000225964	9606.ENSP00000496959	0	0	0	0	0.056	0	0	0.404	0.414
COL1A1	MXRA8	9606.ENSP00000225964	9606.ENSP00000399229	0	0	0	0	0.368	0	0	0.116	0.417
COL1A1	IGFBP7	9606.ENSP00000225964	9606.ENSP00000295666	0	0	0	0	0.129	0	0	0.358	0.417
COL1A1	TGFB1I1	9606.ENSP00000225964	9606.ENSP00000378332	0	0	0	0	0.183	0	0	0.320	0.421
